Time,Acclima Soil.EC_BULK.1.1,Acclima Soil.EC_PORE.1.1,Acclima Soil.Permitivity.1.1,Acclima Soil.Temperature.1.1,Acclima Soil.VWC.1.1,Kestrel.ALS.Blue.15,Kestrel.ALS.Clear.15,Kestrel.ALS.Green.15,Kestrel.ALS.IR.15,Kestrel.ALS.Red.15,Latitude,Longitude,Talon-Aux.PORT_1.0.3,Talon-Aux.PORT_1.1.3,Talon-Aux.PORT_1.2.3,Talon-Aux.PORT_1.3.3,Talon-Aux.PORT_2.0.3,Talon-Aux.PORT_2.1.3,Talon-Aux.PORT_2.2.3,Talon-Aux.PORT_2.3.3,Talon-Aux.PORT_3.0.3,Talon-Aux.PORT_3.1.3,Talon-Aux.PORT_3.2.3,Talon-Aux.PORT_3.3.3,Talon-Aux.START.3,Talon-Aux.STOP.3,Talon-SDI12.Apogee.
7/1/2024 10:35,0,0,1.1,24.3,0,6.945,19.175,13.821,0.71,8.277,,,18.75,216.668,0,0,18.375,215.29,0,0,18.75,215.638,0,0,1719848082,1719848100,0.507
7/1/2024 10:35,0,0,1.1,24.2,0,7.017,19.174,13.831,0.703,8.267,,,338.063,260.854,0,0,339.719,262.092,0,0,292.75,256.167,0,0,1719848100,1719848148,0.507
7/1/2024 10:36,0,0,1.1,24.1,0,7.043,19.233,13.858,0.738,8.296,,,226.844,14.837,0,0,231,15.364,0,0,160.813,10.492,0,0,1719848148,1719848207,0.518
7/1/2024 10:37,0,0,1.1,24,0,7.151,19.495,14.056,0.748,8.399,,,13.125,213.466,0,0,13.5,212.353,0,0,10.313,210.652,0,0,1719848207,1719848267,0.519
7/1/2024 10:38,0,0,1.1,23.9,0,7.158,19.516,14.076,0.758,8.412,,,332.313,260.055,0,0,334.813,261.405,0,0,273.563,253.31,0,0,1719848267,1719848327,0.515
7/1/2024 10:39,0,0,1.1,23.8,0,7.106,19.32,13.96,0.74,8.34,,,226.938,14.846,0,0,230.984,15.359,0,0,160.734,10.48,0,0,1719848327,1719848387,0.514
7/1/2024 10:40,0,0,1.1,23.8,0,7.022,19.177,13.804,0.726,8.272,,,13.313,213.8,0,0,13.5,212.694,0,0,10.313,210.898,0,0,1719848387,1719848447,0.518
7/1/2024 10:41,0,0,1.1,23.7,0,6.885,18.635,13.479,0.715,8.051,,,332.688,260.223,0,0,335.094,261.565,0,0,274.5,253.567,0,0,1719848447,1719848507,0.511
7/1/2024 10:42,0,0,1.1,23.7,0,6.904,18.792,13.559,0.716,8.098,,,227.266,14.867,0,0,231.234,15.371,0,0,161.5,10.525,0,0,1719848507,1719848567,0.52
7/1/2024 10:43,0,0,1.1,23.6,0,6.846,18.957,13.505,0.729,8.164,,,13.125,213.819,0,0,13.313,212.681,0,0,10.313,211.006,0,0,1719848567,1719848627,0.507
7/1/2024 10:44,0,0,1.1,23.5,0,8.094,20.081,14.649,0.983,8.275,,,333.156,260.323,0,0,335.563,261.664,0,0,275.094,253.7,0,0,1719848627,1719848687,0.507
7/1/2024 10:45,0,0,1.1,23.5,0,6.972,19.002,13.683,0.745,8.184,,,231.734,15.193,0,0,234.609,15.618,0,0,191.797,12.686,0,0,1719848687,1719848725,0.508
7/1/2024 10:46,0,0,1.1,23.4,0,6.956,18.924,13.649,0.721,8.155,,,13.5,214.014,0,0,13.688,212.827,0,0,10.5,211.09,0,0,1719848725,1719848785,0.52
7/1/2024 10:47,0,0,1.1,23.4,0,6.913,18.885,13.598,0.743,8.114,,,333.375,260.424,0,0,335.594,261.77,0,0,275.813,253.878,0,0,1719848785,1719848845,0.519
7/1/2024 10:48,0,0,1.1,23.3,0,7.003,19.117,13.777,0.741,8.232,,,227.547,14.889,0,0,231.5,15.394,0,0,162.469,10.584,0,0,1719848845,1719848905,0.51
7/1/2024 10:49,0,0,1.1,23.3,0,7.007,19.11,13.793,0.728,8.226,,,13.313,214.036,0,0,13.5,212.854,0,0,10.313,211.154,0,0,1719848905,1719848965,0.519
7/1/2024 10:55,,,,,,,,,,,44.983,-93.185,,,,,,,,,,,,,,,
7/1/2024 10:56,0,0,1.2,24.2,0,11805.529,13796.842,15773.846,9769.44,6539.708,,,22.5,204.857,0,0,22.125,203.187,0,0,23.25,204.277,0,0,1719849350,1719849368,0.553
7/1/2024 10:56,0,0,1.2,25,0,11351.647,13796.842,14937.538,9877.92,6594.732,,,295.156,244.534,0,0,296.906,245.588,0,0,213.625,14.956,0,0,1719849368,1719849406,0.57
7/1/2024 10:57,0,0,1.2,26.3,0,11056.941,13796.842,13626.77,9264,7058.049,,,181.188,12.146,0,0,188.656,12.894,0,0,11.25,191.593,0,0,1719849406,1719849466,0.609
7/1/2024 10:58,0,0,1.2,27.6,0,10881.177,13796.842,14665.538,9287.04,7829.268,,,23.063,199.113,0,0,24.938,198.945,0,0,65.055,3.872,0,0,1719849466,1719849526,0.637
7/1/2024 10:59,0,0,1.1,28.8,0,10256.471,13796.842,13565.846,9224.16,7977.366,,,217.781,14.712,0,0,227.703,15.703,0,0,11.063,189.166,0,0,1719849526,1719849586,0.66
7/1/2024 11:00,0,0,1.1,30,0,8896.941,13796.842,11075.692,9048.48,6466.244,,,21.375,196.469,0,0,23.813,196.625,0,0,26.438,199.08,0,0,1719849586,1719849646,0.684
7/1/2024 11:01,0,0,1.3,30.6,0,477.618,735.702,449,564.32,234.537,,,219.266,14.678,0,0,231.953,15.831,0,0,32.063,204.437,0,0,1719849646,1719849706,0.695
7/1/2024 11:02,0,0,1.3,31.6,0,10928.117,13796.842,11565.23,9079.2,8647.024,,,20.813,200.033,0,0,23.25,200.284,0,0,0,0,0,0,1719849706,1719849766,0.699
7/1/2024 11:03,0,0,1.3,33.3,0,10457.647,13796.842,14237.23,9977.28,8441.269,,,266.156,235.946,0,0,276.844,238.311,0,0,102.375,6.495,0,0,1719849766,1719849826,0.724
7/1/2024 11:04,0,0,1.3,34.7,0,12816.353,13796.842,13889.23,10229.76,6961.463,,,164.859,10.696,0,0,176.609,11.704,0,0,11.25,194.563,0,0,1719849826,1719849886,0.743
7/1/2024 11:05,0,0,1.3,35.6,0,12220.941,13796.842,11463.385,8987.04,6650.341,,,20.625,201.398,0,0,23.25,201.658,0,0,63.156,3.697,0,0,1719849886,1719849946,0.76
7/1/2024 11:06,0,0,1.3,36.4,0,10601.294,13796.842,10918.462,9089.76,7529.268,,,240.172,16.084,0,0,264.719,235.412,0,0,11.813,193.792,0,0,1719849946,1719850006,0.776
7/1/2024 11:07,0,0,1.3,36.9,0,1539.882,2343.474,1373.231,1190.28,613.098,,,20.25,201.287,0,0,189.063,12.612,0,0,0,0,0,0,1719850006,1719850066,0.774
7/1/2024 11:08,0,0,1.3,37.2,0,1554.529,2315.474,5041.154,1244.76,616.244,,,271.656,238.8,0,0,26.813,204.136,0,0,114.922,7.448,0,0,1719850066,1719850126,0.751
7/1/2024 11:09,0,0,1.3,36.2,0,1707.529,2627.842,1583.385,1333.92,712.244,,,179.578,11.927,0,0,275.313,241.436,0,0,12,195.771,0,0,1719850126,1719850186,0.726
7/1/2024 11:10,0,0,1.3,35.8,0,1738.588,2765.684,1671.385,1492.08,771.219,,,22.5,204.483,0,0,206.594,14.149,0,0,132.875,8.776,0,0,1719850186,1719850246,0.707
7/1/2024 12:13,,,,,,,,,,,44.991,-93.178,,,,,,,,,,,,,,,
7/1/2024 12:13,0,0,1.1,29.4,0,11931.529,13796.842,14386.154,10447.2,7340.488,,,14.813,201.513,0,0,14.813,199.975,0,0,15.188,200.697,0,0,1719854013,1719854031,0.624
7/1/2024 12:14,0,0,1.2,29.5,0,13519.412,13796.842,14337.538,10326.24,8313.658,,,292.031,243.889,0,0,294.469,245.067,0,0,202.625,14.092,0,0,1719854031,1719854073,0.636
7/1/2024 12:15,0,0,1.2,30.2,0,12516.706,13796.842,15160.308,11078.4,7884.878,,,180.453,12.018,0,0,188.422,12.818,0,0,11.063,191.843,0,0,1719854073,1719854132,0.658
7/1/2024 12:16,0,0,1.2,30.9,0,11496.353,13796.842,16236,11433.6,8494.244,,,21.563,198.403,0,0,23.625,198.299,0,0,0,0,0,0,1719854132,1719854192,0.676
7/1/2024 12:17,0,0,1.2,31.7,0,12924.706,13796.842,13592.615,10198.08,8968.098,,,233.547,15.802,0,0,256.813,232.012,0,0,62.734,3.672,0,0,1719854192,1719854252,0.693
7/1/2024 12:18,0,0,1.2,32.3,0,12972.353,13796.842,14463.077,10215.36,7686.732,,,13.688,191.229,0,0,155.203,10.198,0,0,10.313,187.746,0,0,1719854252,1719854312,0.707
7/1/2024 12:19,0,0,1.2,32.8,0,10581.177,13796.842,14606.77,11125.92,7167.512,,,208.859,13.833,0,0,21,194.464,0,0,17.063,192.814,0,0,1719854312,1719854373,0.714
7/1/2024 12:20,0,0,1.2,33.1,0,8959.765,13796.842,13337.846,11135.52,8219.415,,,18.188,195.29,0,0,226.891,15.297,0,0,16.313,193.575,0,0,1719854373,1719854433,0.719
7/1/2024 12:21,141,861,17.1,33.2,30.7,7318.059,6898.421,10082.308,10028.4,6350.634,,,206.984,13.6,0,0,22.125,196.377,0,0,15.188,192.665,0,0,1719854433,1719854493,0.724
7/1/2024 12:22,140,844,17.3,32.7,30.9,8721.883,13796.842,14247.692,10592.16,8478.146,,,19.875,195.694,0,0,230.047,15.489,0,0,15.563,191.502,0,0,1719854493,1719854553,0.737
7/1/2024 12:23,136,980,15.1,32.3,27.7,8904,13796.842,12929.846,9167.52,8089.756,,,203.797,13.418,0,0,20.813,193.2,0,0,14.063,189.835,0,0,1719854553,1719854613,0.752
7/1/2024 12:24,138,829,17.3,32,31,8742,13796.842,11983.692,9988.8,7073.561,,,16.5,193.513,0,0,216.469,14.458,0,0,12.938,190.453,0,0,1719854613,1719854672,0.763
7/1/2024 12:25,137,823,17.3,31.6,31,9423.177,13796.842,12843.077,10543.68,6976.976,,,198.891,12.942,0,0,20.25,193.9,0,0,13.5,190.276,0,0,1719854672,1719854733,0.775
7/1/2024 12:26,134,805,17.3,31.4,31,10450.588,13796.842,14452.615,11564.64,8003.415,,,16.688,192.697,0,0,215.641,14.393,0,0,12.938,189.516,0,0,1719854733,1719854793,0.784
7/1/2024 12:27,180,951,19.1,30.9,33.5,9194.117,13796.842,9911.692,8451.36,4881.366,,,196.094,12.719,0,0,19.313,194.193,0,0,12.75,190.764,0,0,1719854793,1719854853,0.787
7/1/2024 12:28,178,937,19.2,30.9,33.5,9189.529,13796.842,10769.538,8368.8,5329.171,,,15.938,194.046,0,0,225.734,15.019,0,0,12.75,191.134,0,0,1719854853,1719854913,0.8
7/1/2024 12:29,178,937,19.2,30.8,33.5,9715.059,13796.842,10942.154,8103.36,5385.366,,,204.547,13.247,0,0,19.5,194.631,0,0,13.125,191.288,0,0,1719854913,1719854972,0.813
7/1/2024 12:30,174,916,19.2,30.9,33.5,10038.353,13796.842,10611.692,8479.68,5444.488,,,16.5,193.778,0,0,223.328,14.836,0,0,13.125,190.654,0,0,1719854972,1719855032,0.823
7/1/2024 12:31,180,1157,16.4,31,29.8,2961.706,4985.369,3065.385,2150.64,1515.805,,,200.172,12.942,0,0,20.063,194.947,0,0,12.938,191.249,0,0,1719855032,1719855092,0.835
7/1/2024 12:32,232,1578,15.8,30.8,28.7,2554.677,3449.21,5041.154,7864.2,4795.244,,,18.563,195.904,0,0,233.422,15.76,0,0,15.375,192.894,0,0,1719855092,1719855152,0.822
7/1/2024 12:33,222,1505,15.8,30.9,28.8,7663.765,13796.842,10461.538,7562.4,6879.805,,,222.016,14.591,0,0,22.313,197.112,0,0,17.25,194.684,0,0,1719855152,1719855212,0.822
7/1/2024 12:34,221,1493,15.8,31,28.9,7004.471,13796.842,8956.615,7083.36,5899.024,,,17.438,195.968,0,0,239.344,16.049,0,0,15.375,193.825,0,0,1719855212,1719855273,0.822
7/1/2024 12:35,219,1474,15.9,31,28.9,6471.882,13796.842,8244.308,7778.4,5424.878,,,221.156,14.502,0,0,21.938,197.353,0,0,16.688,194.867,0,0,1719855273,1719855333,0.82
7/1/2024 12:36,219,1464,16,31.1,29,6238.588,12553.053,8010.769,7224.48,4922.049,,,18.75,197.058,0,0,243.109,16.352,0,0,18.188,195.917,0,0,1719855333,1719855393,0.825
7/1/2024 12:37,217,1451,16,31.1,29,7156.941,13679.789,9518.462,7489.44,6155.415,,,227.219,14.98,0,0,23.438,198.7,0,0,20.625,197.667,0,0,1719855393,1719855453,0.826
7/1/2024 12:38,187,1250,16,30.9,29,1635.177,2941.333,1878.974,1732.48,972.098,,,19.313,197.864,0,0,260.344,231.38,0,0,21.375,198.615,0,0,1719855453,1719855513,0.818
7/1/2024 12:39,179,1177,16.2,31,29.3,11788.941,13796.842,14417.846,10464.48,8672.488,,,230.938,15.18,0,0,171.25,11.127,0,0,26.25,201.166,0,0,1719855513,1719855573,0.813
7/1/2024 12:40,180,1176,16.2,31.4,29.5,11221.765,13796.842,13073.846,8968.8,7919.122,,,17.625,196.097,0,0,21.938,197.499,0,0,14.625,193.692,0,0,1719855573,1719855633,0.817
7/1/2024 12:41,179,1166,16.3,31.6,29.5,13068,13796.842,13965.538,8672.64,7846.537,,,221.297,14.475,0,0,240.813,16.096,0,0,18.563,195.42,0,0,1719855633,1719855693,0.823
7/1/2024 12:42,179,1162,16.3,31.7,29.6,9981.177,13796.842,11293.846,7810.56,6219.805,,,16.875,195.649,0,0,21.375,197.326,0,0,13.125,192.749,0,0,1719855693,1719855753,0.828
7/1/2024 12:43,179,1162,16.3,31.8,29.6,8258.117,13796.842,9829.23,9432.48,5589.659,,,221.953,14.495,0,0,242.359,16.174,0,0,18.75,196.302,0,0,1719855753,1719855813,0.829
7/1/2024 12:44,162,1160,15.2,31.3,27.8,9273.177,13796.842,10761.538,8354.4,6098.634,,,19.313,197.624,0,0,24.375,199.731,0,0,16.5,195.334,0,0,1719855813,1719855873,0.813
7/1/2024 12:45,160,1141,15.2,31.2,27.9,10147.059,13796.842,12501.23,9194.4,7855.024,,,235.094,15.614,0,0,265.625,232.931,0,0,0,0,0,0,1719855873,1719855933,0.811
7/1/2024 12:46,159,1130,15.2,31.1,28,8311.765,13796.842,10709.538,7217.76,5896.098,,,21,199.588,0,0,179.156,11.8,0,0,32.813,206.183,0,0,1719855933,1719855993,0.813
7/1/2024 12:47,158,1115,15.3,31,28.1,9891.883,13796.842,11747.077,7814.4,6031.902,,,239.797,15.932,0,0,25.875,201.353,0,0,0,0,0,0,1719855993,1719856053,0.813
7/1/2024 12:48,159,1122,15.3,30.9,28.1,10197.883,13796.842,10788,8473.92,6890.049,,,21.375,200.188,0,0,271.969,234.435,0,0,0,0,0,0,1719856053,1719856113,0.812
7/1/2024 12:49,217,1481,15.7,30.4,28.7,8576.471,13796.842,10248,9823.68,7351.61,,,243.406,16.165,0,0,182.156,11.987,0,0,0,0,0,0,1719856113,1719856173,0.804
7/1/2024 12:50,209,1402,15.9,30.2,29,8137.059,13796.842,11761.538,9568.32,6552,,,20.813,199.761,0,0,25.125,201.297,0,0,33,207.044,0,0,1719856173,1719856233,0.802
7/1/2024 12:51,210,1404,16,30,29,10039.059,13796.842,12166.77,9322.08,6344.78,,,241.859,15.982,0,0,271.75,233.966,0,0,0,0,0,0,1719856233,1719856293,0.802
7/1/2024 12:52,209,1397,16,30,29,10615.412,13796.842,11175.692,9190.08,7285.171,,,20.625,199.715,0,0,178.469,11.66,0,0,33.375,206.963,0,0,1719856293,1719856353,0.803
7/1/2024 12:53,207,1384,16,30,29,9931.412,13796.842,13410.462,10779.84,7504.976,,,238.563,15.73,0,0,24.188,200.312,0,0,29.25,204.249,0,0,1719856353,1719856413,0.801
7/1/2024 12:54,41,893,7.7,29.9,14.1,10757.647,13796.842,13438.462,10971.36,6496.098,,,20.25,198.936,0,0,266.688,232.592,0,0,26.063,202.126,0,0,1719856413,1719856473,0.802
7/1/2024 12:55,368,1889,19.6,30.1,34,8665.235,3653.79,10082.308,2308.08,1075.61,,,232.922,15.347,0,0,172.641,11.231,0,0,26.625,201.072,0,0,1719856473,1719856533,0.792
7/1/2024 12:56,357,1994,18.3,30.1,32.4,9860.471,13796.842,13831.692,11697.6,8719.024,,,18.563,195.948,0,0,22.5,197.288,0,0,14.813,192.898,0,0,1719856533,1719856593,0.787
7/1/2024 12:57,353,1966,18.4,30.1,32.4,9656.117,13796.842,12858.462,11284.8,9199.317,,,217.078,14.233,0,0,236.844,15.854,0,0,17.063,193.397,0,0,1719856593,1719856653,0.789
7/1/2024 12:58,351,1949,18.4,30.1,32.5,9494.823,13796.842,11767.692,10679.04,8264.488,,,17.438,193.673,0,0,21.938,192.979,0,0,12.563,190.09,0,0,1719856653,1719856713,0.79
7/1/2024 12:59,354,1966,18.4,29.9,32.5,11306.471,13796.842,13672.308,11648.64,8213.269,,,203.078,13.215,0,0,225.031,15.002,0,0,14.813,190.876,0,0,1719856713,1719856773,0.792
7/1/2024 13:00,351,1949,18.4,29.8,32.5,11715.883,13796.842,15639.077,11760.48,8281.171,,,17.25,192.034,0,0,22.125,193.874,0,0,12.375,188.421,0,0,1719856773,1719856833,0.798
7/1/2024 13:01,348,1938,18.4,29.8,32.4,11018.471,13796.842,14880.615,11477.28,9039.22,,,186.688,12.105,0,0,210.219,14.001,0,0,14.063,188.184,0,0,1719856833,1719856893,0.807
7/1/2024 13:02,259,1804,15.5,29.9,28.3,10634.471,13796.842,13175.692,10295.52,9465.658,,,15.188,191.471,0,0,20.25,193.518,0,0,11.813,188.887,0,0,1719856893,1719856953,0.814
7/1/2024 13:03,252,1749,15.5,30.4,28.4,10036.941,13796.842,14329.538,11656.8,9853.756,,,193.422,12.489,0,0,218.344,14.456,0,0,13.688,190.176,0,0,1719856953,1719857013,0.818
7/1/2024 13:04,252,1749,15.5,30.8,28.4,9766.588,13796.842,13232.923,9849.12,8745.073,,,15.75,192.867,0,0,20.625,194.786,0,0,12,189.936,0,0,1719857013,1719857072,0.822
7/1/2024 13:05,252,1749,15.5,30.9,28.4,9098.117,13796.842,11617.846,7572,7101.366,,,203.922,13.252,0,0,227.109,15.134,0,0,14.438,191.389,0,0,1719857072,1719857132,0.825
7/1/2024 13:06,252,1743,15.6,31,28.4,10210.235,13796.842,12344.615,7789.92,7430.927,,,17.063,194.307,0,0,22.125,196.414,0,0,12.563,190.978,0,0,1719857132,1719857192,0.828
7/1/2024 13:07,213,1463,15.6,31,28.6,2604.706,3775.263,2600,2298.72,1159.902,,,213.766,14.01,0,0,235.484,15.794,0,0,16.5,193.368,0,0,1719857192,1719857252,0.819
7/1/2024 13:08,211,1430,15.8,30.7,28.8,9074.471,13796.842,10235.077,8700.48,6342.146,,,18.375,196.027,0,0,23.438,197.99,0,0,14.625,193.106,0,0,1719857252,1719857312,0.817
7/1/2024 13:09,208,1405,15.8,30.8,28.9,9586.588,13796.842,11030.154,8372.16,6236.488,,,224.047,14.751,0,0,256,229.807,0,0,21.563,197.656,0,0,1719857312,1719857373,0.823
7/1/2024 13:10,207,1393,15.9,30.8,28.9,10508.117,13796.842,11035.077,9297.6,5556,,,19.125,197.208,0,0,168.547,10.95,0,0,17.813,195.541,0,0,1719857373,1719857433,0.829
7/1/2024 13:11,207,1384,16,30.9,29,10248.353,13796.842,10401.846,10449.12,5818.829,,,225.734,14.809,0,0,23.063,198.272,0,0,17.625,195.601,0,0,1719857433,1719857493,0.834
7/1/2024 13:12,205,1371,16,30.9,29,8852.471,13796.842,9896.923,9446.4,5899.61,,,18.375,196.884,0,0,256.938,229.774,0,0,17.063,195.404,0,0,1719857493,1719857553,0.841
7/1/2024 13:13,392,2278,17.8,31,31.6,7705.765,13796.842,10000.615,9052.32,5973.366,,,226.297,14.857,0,0,167.313,10.842,0,0,21.188,197.761,0,0,1719857553,1719857613,0.842
7/1/2024 13:13,383,2218,17.8,31.1,31.7,8916,13796.842,10846.462,8439.84,6066.439,,,18,196.673,0,0,19.125,196.203,0,0,212.563,14.283,0,0,1719857613,1719857630,0.837
7/1/2024 13:15,378,2183,17.9,31,31.7,9189.529,13796.842,11264.923,8461.92,5853.659,,,25.125,201.344,0,0,29.438,202.813,0,0,26.438,201.144,0,0,1719857654,1719857708,0.825
7/1/2024 13:16,376,2171,17.9,31.1,31.7,8727.883,13656.632,11577.846,8637.6,5579.122,,,238.438,15.816,0,0,268.406,231.554,0,0,0,0,0,0,1719857708,1719857768,0.818
7/1/2024 13:17,378,2183,17.9,31.1,31.7,8245.765,12693.053,10519.385,7826.4,4959.805,,,21,199.607,0,0,179.063,11.763,0,0,31.5,205.475,0,0,1719857768,1719857828,0.814
7/1/2024 13:18,376,2171,17.9,31.2,31.7,9489.177,13796.842,12196,8420.64,5505.951,,,239.594,15.857,0,0,25.313,201.026,0,0,31.5,205.607,0,0,1719857828,1719857888,0.808
7/1/2024 13:19,310,2122,15.7,31.2,28.6,9796.235,13796.842,11370.77,8537.76,5355.512,,,21.563,198.883,0,0,270.125,232.591,0,0,29.438,202.896,0,0,1719857888,1719857948,0.804
7/1/2024 13:20,306,2067,15.8,31.4,28.9,7716.353,13132,9660.308,7023.36,5135.122,,,228.219,15.026,0,0,169.734,11.021,0,0,21.938,196.906,0,0,1719857948,1719858008,0.79
7/1/2024 13:21,303,2033,15.9,31.4,29,8008.941,13796.842,9651.077,7442.4,5577.366,,,17.813,195.555,0,0,22.688,197.272,0,0,13.5,192.17,0,0,1719858008,1719858068,0.771
7/1/2024 13:22,300,2000,16,31.3,29.1,8407.059,13796.842,9637.538,8095.2,5192.195,,,217.016,14.158,0,0,237.953,15.871,0,0,16.688,194.104,0,0,1719858068,1719858128,0.763
7/1/2024 13:23,301,1999,16,31.3,29.2,7731.176,13796.842,9290.77,7577.76,4877.854,,,17.625,195.737,0,0,22.5,197.544,0,0,13.125,192.246,0,0,1719858128,1719858188,0.759
7/1/2024 13:24,302,1999,16.1,31.4,29.2,6161.647,11160.632,7347.077,5935.68,3927.219,,,218.875,14.266,0,0,239.875,15.982,0,0,16.875,194.648,0,0,1719858188,1719858248,0.751
7/1/2024 13:25,356,2013,18.1,31.2,32.1,5876.824,10615.579,6907.692,5670.24,3640.683,,,18.75,197.156,0,0,24,199.184,0,0,14.25,193.746,0,0,1719858248,1719858308,0.745
7/1/2024 13:26,351,1978,18.2,31,32.2,7044,12416.842,8566.77,6953.28,4437.073,,,229.594,15.083,0,0,261.719,231.158,0,0,23.625,199.875,0,0,1719858308,1719858368,0.74
7/1/2024 13:27,351,1984,18.1,31,32.1,6450.353,11674.737,7794.154,6304.8,4164.878,,,20.438,198.946,0,0,172.453,11.206,0,0,19.875,197.725,0,0,1719858368,1719858428,0.739
7/1/2024 13:28,350,1973,18.2,30.9,32.2,5832.706,10667.158,6964,5654.4,3690.439,,,232.344,15.253,0,0,25.125,200.527,0,0,20.813,198.508,0,0,1719858428,1719858488,0.732
7/1/2024 13:29,348,1956,18.2,30.9,32.3,6262.588,11816.211,7669.846,6062.88,4095.219,,,20.813,199.276,0,0,265.781,231.849,0,0,21.75,199.349,0,0,1719858488,1719858548,0.729
7/1/2024 13:30,0,0,1,30.8,0,4944.706,6898.421,4952.769,4877.76,2408.049,,,235.047,15.51,0,0,174.75,11.404,0,0,29.063,203.493,0,0,1719858548,1719858608,0.723
7/1/2024 13:31,259,1848,15.2,30.5,27.9,6306.353,11730.105,7799.692,6185.28,4213.171,,,21.563,197.739,0,0,25.688,201.076,0,0,26.438,201.996,0,0,1719858608,1719858668,0.699
7/1/2024 13:32,255,1794,15.4,30.1,28.1,5778,10872.632,6954.154,5521.92,3762.439,,,242.172,16.249,0,0,269.531,235.193,0,0,0,0,0,0,1719858668,1719858728,0.697
7/1/2024 13:33,253,1780,15.4,29.7,28.1,5339.647,9524.632,6305.539,5039.52,3331.61,,,22.688,201.12,0,0,186.641,12.491,0,0,63.359,3.727,0,0,1719858728,1719858788,0.693
7/1/2024 13:34,251,1760,15.4,29.3,28.2,5692.235,10498.315,6759.077,5365.92,3635.707,,,232.328,15.602,0,0,16.313,195.792,0,0,10.875,192.731,0,0,1719858788,1719858848,0.686
7/1/2024 13:35,253,1780,15.4,29.1,28.1,7064.824,12590.315,8403.692,6624.96,4578.146,,,22.313,201.929,0,0,273.406,237.506,0,0,66.891,3.975,0,0,1719858848,1719858908,0.685
7/1/2024 13:36,250,1741,15.5,29.1,28.3,6848.471,12429.685,8404,6652.8,4600.098,,,239.422,16.017,0,0,175.984,11.647,0,0,11.438,194.257,0,0,1719858908,1719858968,0.688
7/1/2024 13:37,150,1132,14.6,29.2,26.9,6882.353,12495.368,8052.615,6453.12,4295.415,,,21,201.857,0,0,24,202.469,0,0,0,0,0,0,1719858968,1719859028,0.695
7/1/2024 13:38,151,1132,14.7,29.4,27.1,7118.118,13216.211,8537.846,6824.64,4615.902,,,270.938,236.076,0,0,283.406,238.784,0,0,95.461,5.936,0,0,1719859028,1719859088,0.703
7/1/2024 13:39,151,1132,14.7,29.4,27.1,7243.765,13591.789,8831.385,6797.28,4788.878,,,161.313,10.394,0,0,174.422,11.481,0,0,11.438,194.864,0,0,1719859088,1719859148,0.708
